TEAM,MATCHUP,GAME DATE,W/L,MIN,PTS,FGA,FG%,3P%,DREB,REB,AST,TOV,STL,BLK,PF,+/-
ATL,IND,04/14/2024,-1.0,-0.21615535694481947,0.06140319289214491,0.013855678762654708,-0.6769861217399703,-0.3830542145638755,-1.8467012904904827,-1.7554923928792776,-0.3277845835894763,0.8909293118074793,-0.5225866141488492,-0.05447592181821782,-1.6223081881078123,-2.661190060850125
DEN,MEM,04/14/2024,1.0,-0.21615535694481947,0.9178827803465033,0.013855678762654708,0.7601341091656312,-0.3830542145638755,0.9268457655190753,1.5907758623555253,1.0448930743411613,1.1533438361185904,0.5407409878413649,-0.05447592181821782,-0.4168961599740629,0.9504250217321875
GSW,UTA,04/14/2024,1.0,-0.21615535694481947,0.6842974383134964,0.7269303598532754,0.0688610867047087,-0.46699340719828597,-0.5523793310193557,-0.23446136777254903,1.6331834991685772,-1.208386882681409,0.895183521838103,0.3306124910347009,-1.1401433768543126,0.44353167680835415
UTA,GSW,04/14/2024,-1.0,-0.21615535694481947,0.13926497356981385,0.013855678762654708,0.7601341091656312,0.5642595308816207,0.18723321724985983,0.6781572472914881,-0.9160750084168924,1.6781728847408124,-0.5225866141488492,-0.05447592181821782,0.3063510569061868,-0.44353167680835415
DAL,OKC,04/14/2024,-1.0,-0.21615535694481947,-2.1965884467602543,1.1547751685076477,-2.641656817155221,-1.9179423084502478,-0.7372824680866594,-0.3865644702832219,-1.5043654332443086,0.3661002631852572,0.1862984538446269,-1.209741160376974,-0.8990609712275627,-3.104721737658479
NOP,LAL,04/14/2024,-1.0,-0.21615535694481947,-0.4836292718515377,-0.41398912989171766,0.03247829604887149,0.48032033824720943,-0.7372824680866594,-0.6907706753045676,-0.13168777531367098,1.4157583604297013,0.1862984538446269,-1.5948295732298927,-0.4168961599740629,-1.0137866898476666
MIA,TOR,04/14/2024,1.0,-0.21615535694481947,0.29498853492515176,-0.27137419367359356,0.9784308531006584,-1.37833321294332,0.0023300801825559634,0.37395104227014236,0.45660264951374513,1.4157583604297013,1.9585111238283173,0.7157009038876196,-0.6579785656008128,0.9504250217321875
OKC,DAL,04/14/2024,1.0,-0.21615535694481947,1.6186388064455237,1.1547751685076477,1.487789922282391,0.5642595308816207,2.59097399912481,2.1991882723982163,2.2214739239959935,0.3661002631852572,-0.5225866141488492,0.3306124910347009,-0.4168961599740629,3.104721737658479
ORL,MIL,04/14/2024,1.0,-0.21615535694481947,-0.09432036846319299,-0.5566040661098418,0.3417320166234936,-0.6108891660001338,0.5570394913844675,-0.08235826526187619,0.06440903296213439,0.10368573887414617,1.249626055834841,-0.05447592181821782,-0.17581375434731297,1.584041702886979
CLE,CHA,04/14/2024,-1.0,-0.21615535694481947,-0.3279057104961998,0.5843154236351512,-0.04028728526280552,1.4396253969261923,-0.3674761939520518,-0.08235826526187619,0.6526994577895505,0.10368573887414617,-1.2314716821423255,-1.5948295732298927,-2.586637810614812,-0.6336166811547916
WAS,BOS,04/14/2024,-1.0,-0.21615535694481947,0.6064356576358275,2.0104647858163927,0.014286900720952239,0.03664174860817951,-0.9221856051539633,-1.147079982836586,1.2409898826169665,-0.4211433097480759,0.5407409878413649,-0.43956433467113654,-0.6579785656008128,-0.6336166811547916
MIA,TOR,04/12/2024,1.0,-0.21615535694481947,0.8400209996688344,-0.41398912989171766,0.8692824811331441,0.6002334705820823,-0.3674761939520518,-0.9949768803259132,2.025377115720188,-1.733215931303631,-0.16814408015211119,-1.209741160376974,-0.6579785656008128,1.3939566985405416
BOS,CHA,04/12/2024,1.0,-0.21615535694481947,1.307191683734848,2.1530797220345166,0.7965168998214684,-0.2871237086959767,0.7419426284517714,1.4386727598448523,1.437086690892772,-1.9956304556147422,1.6040685898315792,-1.5948295732298927,0.3063510569061868,2.090935047810812
BKN,NYK,04/12/2024,-1.0,-0.21615535694481947,-0.5614910525292066,-0.9844488747642142,0.4508803885910078,-0.25114976899551517,-0.7372824680866594,0.2218479397594695,-0.9160750084168924,0.10368573887414617,-1.5859142161390636,-0.43956433467113654,0.0652686512794369,-0.25344667246191666
SAC,PHX,04/12/2024,-1.0,-0.21615535694481947,-0.5614910525292066,0.29908555119890295,-0.6406033310841318,0.03664174860817951,-1.291991879288571,-1.299183085347259,-0.13168777531367098,-1.733215931303631,1.6040685898315792,-1.5948295732298927,0.0652686512794369,-0.06336166811547916
CHA,BOS,04/12/2024,-1.0,-0.21615535694481947,-1.2622470786282272,-1.8401384920729589,-0.9862398423145924,0.7681118558509041,-0.7372824680866594,-1.6033892903686047,-1.3082686249685032,1.6781728847408124,-1.5859142161390636,0.7157009038876196,-0.8990609712275627,-2.090935047810812
POR,HOU,04/12/2024,-1.0,-0.21615535694481947,-0.5614910525292066,0.8695452960713995,-1.5683644928080007,-0.2631410822290026,-0.1825730568847479,0.6781572472914881,-1.3082686249685032,-1.733215931303631,-1.2314716821423255,-0.05447592181821782,-1.1401433768543126,-0.5702550130393125
NYK,BKN,04/12/2024,1.0,-0.21615535694481947,-0.25004392981853085,-0.84183393854609,-0.3131582151815904,1.2237817587234214,-1.8467012904904827,-1.9075954953899503,-1.1121718166926977,-2.2580449799258533,0.895183521838103,-0.8246527475240553,-0.8990609712275627,0.25344667246191666
LAL,MEM,04/12/2024,1.0,-0.21615535694481947,0.6842974383134964,-1.1270638109823383,0.7965168998214684,-0.16721057636110384,-0.7372824680866594,-0.6907706753045676,-0.3277845835894763,1.4157583604297013,-0.8770291481455873,0.3306124910347009,-0.4168961599740629,0.1900850043464375
PHX,SAC,04/12/2024,1.0,-0.21615535694481947,-0.4836292718515377,-1.8401384920729589,0.9238566671169018,0.12058094124259085,0.3721363543171637,-0.3865644702832219,-0.3277845835894763,1.4157583604297013,-1.2314716821423255,-0.43956433467113654,-0.6579785656008128,0.06336166811547916
ORL,PHI,04/12/2024,-1.0,-0.21615535694481947,-0.09432036846319299,0.8695452960713995,-0.4041151918211854,-0.8267328042029045,0.3721363543171637,0.2218479397594695,-0.3277845835894763,-0.6835578340591869,-0.16814408015211119,0.7157009038876196,0.5474334625329367,-0.76034001738575
OKC,MIL,04/12/2024,1.0,-0.21615535694481947,0.8400209996688344,0.013855678762654708,0.9602394577727391,-0.27513239546248924,-0.5523793310193557,-0.8428737778152404,0.45660264951374513,-0.945972358370298,1.9585111238283173,-0.05447592181821782,-1.6223081881078123,1.140510026078625
MIN,ATL,04/12/2024,1.0,-0.21615535694481947,-0.40576749117386873,-1.4122936834185866,0.1052438773605472,-1.1385069482735741,0.7419426284517714,0.06974483724879667,0.45660264951374513,0.10368573887414617,0.1862984538446269,2.2560545552992948,0.7885158681596866,0.1900850043464375
SAS,DEN,04/12/2024,1.0,-0.21615535694481947,0.5285738769581586,-0.5566040661098418,0.9784308531006584,1.0798859999215737,0.9268457655190753,0.8302603498021609,0.8487962660653559,1.1533438361185904,-1.9403567501358017,-0.43956433467113654,-1.3812257824810623,0.06336166811547916
UTA,LAC,04/12/2024,1.0,-0.21615535694481947,-0.3279057104961998,-0.12875925745546943,-0.1676270525582377,-2.3256469583888153,-0.1825730568847479,0.37395104227014236,-0.13168777531367098,1.1533438361185904,-0.16814408015211119,-0.43956433467113654,-1.1401433768543126,0.06336166811547916
GSW,NOP,04/12/2024,-1.0,-0.21615535694481947,-0.40576749117386873,-0.41398912989171766,-0.18581844788615695,0.20452013387700219,1.6664583137882907,1.4386727598448523,0.06440903296213439,0.6285147874963682,-0.5225866141488492,-0.05447592181821782,-0.8990609712275627,-0.3168083405773958
DET,DAL,04/12/2024,1.0,-0.21615535694481947,-0.5614910525292066,0.8695452960713995,0.15981806334430368,-1.2824027070754216,0.18723321724985983,-0.5386675727938948,-0.719978200141087,-1.733215931303631,1.249626055834841,0.7157009038876196,-2.1044729993613123,1.140510026078625
TOR,MIA,04/12/2024,-1.0,-0.21615535694481947,-0.8729381752398824,-1.6975235558548347,0.1052438773605472,-0.5029673468987483,0.18723321724985983,-0.3865644702832219,-0.719978200141087,0.8909293118074793,-2.2947992841325395,-1.5948295732298927,0.5474334625329367,-1.3939566985405416
CHI,WAS,04/12/2024,1.0,-0.21615535694481947,1.15146812237951,1.2973901047257719,0.2689664353118179,0.420363772079773,1.1117489025863792,1.894982067376871,0.26050584123793974,-0.15872878543696486,0.5407409878413649,0.3306124910347009,1.5117630850399362,0.12672333623095833
HOU,POR,04/12/2024,1.0,-0.21615535694481947,0.13926497356981385,0.4417004874170271,0.05066969137678945,-0.9946111894717268,0.9268457655190753,0.6781572472914881,-0.3277845835894763,-1.208386882681409,-1.5859142161390636,-0.05447592181821782,0.3063510569061868,0.5702550130393125
IND,CLE,04/12/2024,-1.0,-0.21615535694481947,0.45071209628048964,0.013855678762654708,0.7601341091656312,-1.006602502705214,-0.1825730568847479,-0.6907706753045676,2.025377115720188,0.10368573887414617,-0.16814408015211119,-1.209741160376974,-0.4168961599740629,-0.5702550130393125
CLE,IND,04/12/2024,1.0,-0.21615535694481947,1.15146812237951,0.8695452960713995,0.9238566671169018,0.4923116514806969,-0.5523793310193557,-0.3865644702832219,0.26050584123793974,-0.6835578340591869,0.5407409878413649,-1.209741160376974,-1.1401433768543126,0.5702550130393125
DAL,DET,04/12/2024,-1.0,-0.21615535694481947,-1.9630031047272476,-0.84183393854609,-0.749751703051646,-1.0665590688726503,1.296652039653683,0.8302603498021609,-1.3082686249685032,1.6781728847408124,-0.8770291481455873,-0.05447592181821782,-2.345555404988062,-1.140510026078625
LAC,UTA,04/12/2024,-1.0,-0.21615535694481947,-0.40576749117386873,1.0121602322895236,-0.49507216846078034,-1.306385333542396,-1.6617981534231787,0.06974483724879667,-0.719978200141087,-0.15872878543696486,0.5407409878413649,0.7157009038876196,-0.4168961599740629,-0.06336166811547916
NOP,GSW,04/12/2024,1.0,-0.21615535694481947,-0.01645858778552404,0.15647061498077883,-0.14943565723031843,1.9312692394991713,0.0023300801825559634,-0.8428737778152404,-0.5238813918652817,-1.208386882681409,1.249626055834841,-0.05447592181821782,-1.3812257824810623,0.3168083405773958
WAS,CHI,04/12/2024,-1.0,-0.21615535694481947,0.9957445610241722,-0.41398912989171766,0.8692824811331441,0.6481987235160312,0.3721363543171637,-0.6907706753045676,1.0448930743411613,-0.4211433097480759,-0.5225866141488492,-0.05447592181821782,0.7885158681596866,-0.12672333623095833
DEN,SAS,04/12/2024,-1.0,-0.21615535694481947,0.45071209628048964,1.1547751685076477,0.5418373652306028,-0.04729744402623098,-1.1070887422212672,-1.6033892903686047,0.8487962660653559,-1.208386882681409,0.5407409878413649,-0.43956433467113654,0.0652686512794369,-0.06336166811547916
MEM,LAL,04/12/2024,-1.0,-0.21615535694481947,0.45071209628048964,0.8695452960713995,-0.4041151918211854,0.8520510484853154,-1.291991879288571,-0.23446136777254903,-1.5043654332443086,0.3661002631852572,2.3129536578250556,-1.209741160376974,1.993927896293436,-0.1900850043464375
MIL,OKC,04/12/2024,-1.0,-0.21615535694481947,-0.5614910525292066,-0.5566040661098418,0.3417320166234936,0.024650435374692907,0.18723321724985983,-0.23446136777254903,0.06440903296213439,1.4157583604297013,-0.16814408015211119,-0.8246527475240553,-0.8990609712275627,-1.140510026078625
PHI,ORL,04/12/2024,1.0,-0.21615535694481947,0.8400209996688344,-0.12875925745546943,0.03247829604887149,1.4516167101596797,0.5570394913844675,0.06974483724879667,-0.9160750084168924,-0.15872878543696486,-0.5225866141488492,0.3306124910347009,0.3063510569061868,0.76034001738575
ATL,MIN,04/12/2024,-1.0,-0.21615535694481947,-0.6393528332068756,0.15647061498077883,-0.567837749772456,-0.7787675512689556,-0.3674761939520518,-0.5386675727938948,-0.719978200141087,0.3661002631852572,-1.2314716821423255,-1.5948295732298927,1.5117630850399362,-0.1900850043464375
UTA,HOU,04/11/2024,1.0,-0.21615535694481947,0.7621592189911655,-0.27137419367359356,0.560028760558522,-0.0712800704932059,0.18723321724985983,0.8302603498021609,0.06440903296213439,0.6285147874963682,0.1862984538446269,0.7157009038876196,0.3063510569061868,0.1900850043464375
BOS,NYK,04/11/2024,-1.0,-0.21615535694481947,-0.40576749117386873,-0.41398912989171766,-0.18581844788615695,0.19252882064351473,-1.291991879288571,-1.147079982836586,-0.3277845835894763,-0.4211433097480759,-0.16814408015211119,2.6411429681522134,-0.6579785656008128,-0.5702550130393125
GSW,POR,04/11/2024,1.0,-0.21615535694481947,-1.1065235172728893,-1.6975235558548347,-0.1312442619024005,-0.2631410822290026,0.5570394913844675,0.37395104227014236,-0.5238813918652817,0.6285147874963682,0.1862984538446269,3.026231381005132,-0.17581375434731297,0.5068933449238333
DET,CHI,04/11/2024,-1.0,-0.21615535694481947,-0.7172146138845445,-1.6975235558548347,0.3417320166234936,0.420363772079773,-0.3674761939520518,-0.8428737778152404,0.06440903296213439,1.6781728847408124,-1.2314716821423255,-1.209741160376974,-1.6223081881078123,-1.3939566985405416
NYK,BOS,04/11/2024,1.0,-0.21615535694481947,0.29498853492515176,1.440005040943896,0.35992341195141286,0.2884593265114127,0.3721363543171637,1.2865696573341794,-0.5238813918652817,0.3661002631852572,-0.16814408015211119,-0.43956433467113654,-1.6223081881078123,0.5702550130393125
HOU,UTA,04/11/2024,-1.0,-0.21615535694481947,0.5285738769581586,0.8695452960713995,-0.9862398423145924,0.9839554940536758,-1.8467012904904827,-0.6907706753045676,-0.9160750084168924,-0.945972358370298,0.1862984538446269,0.3306124910347009,-0.17581375434731297,-0.1900850043464375
SAC,NOP,04/11/2024,-1.0,-0.21615535694481947,0.6842974383134964,-0.699219002327966,1.324067364331119,0.6721813499830062,-1.1070887422212672,-1.7554923928792776,-0.13168777531367098,0.10368573887414617,-0.16814408015211119,-1.9799179860828116,-0.4168961599740629,-0.76034001738575
NOP,SAC,04/11/2024,1.0,-0.21615535694481947,1.6186388064455237,-0.41398912989171766,1.7242780615453372,2.219060757102866,0.3721363543171637,-0.5386675727938948,1.6331834991685772,-0.15872878543696486,-0.16814408015211119,-1.209741160376974,-0.6579785656008128,0.76034001738575
CHI,DET,04/11/2024,1.0,-0.21615535694481947,0.9957445610241722,1.0121602322895236,1.014813643756497,0.2884593265114127,-0.3674761939520518,-0.23446136777254903,0.26050584123793974,-1.208386882681409,2.3129536578250556,-0.05447592181821782,-0.8990609712275627,1.3939566985405416
POR,GSW,04/11/2024,-1.0,-0.21615535694481947,-1.7294177626942409,1.1547751685076477,-2.077723561989732,-1.5582029114456293,-0.7372824680866594,0.8302603498021609,-0.9160750084168924,-0.15872878543696486,0.5407409878413649,-0.8246527475240553,-0.17581375434731297,-0.5068933449238333
LAC,PHX,04/10/2024,-1.0,-0.21615535694481947,-0.4836292718515377,0.8695452960713995,-0.22220123854199544,-0.3830542145638755,0.3721363543171637,0.06974483724879667,-0.719978200141087,-0.15872878543696486,0.5407409878413649,-0.8246527475240553,-1.3812257824810623,-1.0137866898476666
MIN,DEN,04/10/2024,-1.0,-0.21615535694481947,-0.5614910525292066,-0.9844488747642142,0.4508803885910078,0.8160771087848531,-1.291991879288571,-1.299183085347259,-0.719978200141087,-0.945972358370298,0.5407409878413649,-0.05447592181821782,0.5474334625329367,-0.5702550130393125
DAL,MIA,04/10/2024,1.0,-0.21615535694481947,-0.25004392981853085,-0.27137419367359356,0.3417320166234936,-0.2871237086959767,-0.3674761939520518,-0.6907706753045676,0.06440903296213439,-1.733215931303631,0.1862984538446269,1.1007893167405385,-1.3812257824810623,1.2038716941941041
MIL,ORL,04/10/2024,1.0,-0.21615535694481947,0.2171267542474828,-0.699219002327966,0.6691771325260363,0.12058094124259085,0.0023300801825559634,-0.08235826526187619,0.06440903296213439,0.3661002631852572,0.5407409878413649,-0.43956433467113654,0.3063510569061868,1.140510026078625
DEN,MIN,04/10/2024,1.0,-0.21615535694481947,0.13926497356981385,-0.84183393854609,1.433215736298633,0.9000163014192645,0.0023300801825559634,0.06974483724879667,0.8487962660653559,0.10368573887414617,-0.16814408015211119,1.1007893167405385,0.5474334625329367,0.5702550130393125
OKC,SAS,04/10/2024,1.0,-0.21615535694481947,0.9957445610241722,1.7252349133801443,-0.18581844788615695,0.6721813499830062,4.070199095663241,2.807600682440908,1.2409898826169665,-0.4211433097480759,1.6040685898315792,0.3306124910347009,-0.6579785656008128,2.4077433883882082
BKN,TOR,04/10/2024,1.0,-0.21615535694481947,-0.6393528332068756,-0.41398912989171766,-0.6042205404282933,-0.7068196718680317,1.6664583137882907,1.894982067376871,-0.3277845835894763,0.3661002631852572,-1.2314716821423255,3.79640820671097,-0.6579785656008128,0.25344667246191666
MEM,CLE,04/10/2024,-1.0,-0.21615535694481947,-1.2622470786282272,-0.699219002327966,-1.495598911496325,0.8760336749522896,0.18723321724985983,0.06974483724879667,-1.1121718166926977,0.6285147874963682,0.895183521838103,1.870966142446376,0.5474334625329367,-0.76034001738575
SAS,OKC,04/10/2024,-1.0,-0.21615535694481947,-1.9630031047272476,1.0121602322895236,-2.5870826311714645,-1.678116043780502,1.8513614508555947,0.5260541447808152,-0.5238813918652817,0.3661002631852572,0.1862984538446269,-0.43956433467113654,-1.1401433768543126,-2.4077433883882082
MIA,DAL,04/10/2024,-1.0,-0.21615535694481947,-1.7294177626942409,-1.1270638109823383,-1.240919376905458,0.8160771087848531,0.18723321724985983,0.37395104227014236,-0.9160750084168924,1.1533438361185904,-1.5859142161390636,-1.5948295732298927,-0.6579785656008128,-1.2038716941941041
TOR,BKN,04/10/2024,-1.0,-0.21615535694481947,-0.9507999559175514,0.7269303598532754,-1.8776182133826227,0.420363772079773,-0.5523793310193557,0.2218479397594695,-1.5043654332443086,-0.945972358370298,0.1862984538446269,-0.05447592181821782,0.7885158681596866,-0.25344667246191666
PHX,LAC,04/10/2024,1.0,-0.21615535694481947,0.7621592189911655,0.8695452960713995,0.15981806334430368,-0.05928875725971844,1.1117489025863792,0.6781572472914881,0.45660264951374513,-0.15872878543696486,0.1862984538446269,0.3306124910347009,-1.3812257824810623,1.0137866898476666
CHA,ATL,04/10/2024,1.0,-0.21615535694481947,0.06140319289214491,-1.4122936834185866,0.560028760558522,0.2884593265114127,-0.9221856051539633,-1.6033892903686047,-0.3277845835894763,0.10368573887414617,1.249626055834841,-1.209741160376974,-0.17581375434731297,0.06336166811547916
CLE,MEM,04/10/2024,1.0,-0.21615535694481947,-0.3279057104961998,-0.9844488747642142,-0.4404979824770226,0.48032033824720943,0.3721363543171637,0.5260541447808152,0.06440903296213439,0.6285147874963682,1.249626055834841,1.870966142446376,-0.8990609712275627,0.76034001738575
ATL,CHA,04/10/2024,-1.0,-0.21615535694481947,-0.01645858778552404,-0.9844488747642142,0.8874738764610633,1.0199294337541374,-0.3674761939520518,-0.8428737778152404,1.6331834991685772,1.1533438361185904,-0.16814408015211119,-1.209741160376974,0.3063510569061868,-0.06336166811547916
ORL,MIL,04/10/2024,-1.0,-0.21615535694481947,-1.1843852979505582,-1.5549086196367108,-0.2403926338699134,0.024650435374692907,-0.7372824680866594,-1.4512861878579317,-1.5043654332443086,0.6285147874963682,-0.5225866141488492,-1.5948295732298927,-0.8990609712275627,-1.140510026078625
BOS,MIL,04/09/2024,-1.0,-0.21615535694481947,-1.8072795433719098,0.5843154236351512,-1.40464193485673,-0.4550020939647985,-1.291991879288571,-0.8428737778152404,0.06440903296213439,-0.4211433097480759,1.249626055834841,-0.43956433467113654,-2.586637810614812,-0.8237016855012291
MIL,BOS,04/09/2024,1.0,-0.21615535694481947,-0.7950763945622135,-1.1270638109823383,1.014813643756497,1.283738324890858,1.1117489025863792,0.8302603498021609,0.45660264951374513,1.1533438361185904,-0.5225866141488492,-0.05447592181821782,-3.5509674331218113,0.8237016855012291
DAL,CHA,04/09/2024,1.0,-0.21615535694481947,1.2293299030571792,0.5843154236351512,1.1421534110519291,-0.29911502192946415,1.1117489025863792,1.742878964866198,1.6331834991685772,0.3661002631852572,-0.5225866141488492,0.7157009038876196,0.0652686512794369,1.6474033710024583
MEM,SAS,04/09/2024,-1.0,-0.21615535694481947,-2.1187266660825856,2.1530797220345166,-2.3505944919085167,-1.9778988746176842,-0.1825730568847479,0.8302603498021609,-1.1121718166926977,-1.4708014069925202,0.895183521838103,-0.05447592181821782,-1.3812257824810623,-0.9504250217321875
ATL,MIA,04/09/2024,-1.0,7.3977532611487415,-0.25004392981853085,3.4366141479976338,-1.40464193485673,-1.7740465496484004,1.6664583137882907,2.3512913749088895,0.26050584123793974,0.6285147874963682,1.9585111238283173,-1.209741160376974,1.0295982737864364,-0.380170008692875
IND,TOR,04/09/2024,1.0,-0.21615535694481947,2.0079477098338687,1.440005040943896,1.2694931783473624,-0.10725401019366741,-0.7372824680866594,0.06974483724879667,1.2409898826169665,0.10368573887414617,0.5407409878413649,1.1007893167405385,1.0295982737864364,1.0771483579631458
PHX,LAC,04/09/2024,-1.0,-0.21615535694481947,-1.7294177626942409,0.013855678762654708,-2.5143170498597875,-1.6301507908465531,-0.5523793310193557,-0.8428737778152404,-1.8965590497959193,-1.4708014069925202,3.0218387258185317,0.7157009038876196,-1.3812257824810623,-0.8237016855012291
MIA,ATL,04/09/2024,1.0,7.3977532611487415,0.2171267542474828,-0.12875925745546943,0.03247829604887149,0.420363772079773,1.481555176720987,0.37395104227014236,0.45660264951374513,1.1533438361185904,0.1862984538446269,-0.8246527475240553,-0.6579785656008128,0.380170008692875
NYK,CHI,04/09/2024,1.0,-0.21615535694481947,1.073606341701841,-0.84183393854609,1.433215736298633,1.283738324890858,-1.476895016355875,-1.9075954953899503,0.8487962660653559,-0.6835578340591869,-0.5225866141488492,-0.43956433467113654,-0.8990609712275627,0.6969783492702708
POR,NOP,04/09/2024,-1.0,-0.21615535694481947,-1.1065235172728893,-0.5566040661098418,-0.07667007591864272,-0.27513239546248924,0.18723321724985983,0.5260541447808152,0.26050584123793974,2.2030019333630344,-1.5859142161390636,-0.8246527475240553,0.0652686512794369,-0.6336166811547916
SAC,OKC,04/09/2024,-1.0,-0.21615535694481947,-0.7172146138845445,1.0121602322895236,-2.3869772825643554,-0.23915845576202774,0.3721363543171637,1.894982067376871,-0.719978200141087,0.8909293118074793,0.1862984538446269,-0.43956433467113654,0.7885158681596866,-0.44353167680835415
